date,calls,abnd,att,awt,awtx Abnd ,YN
20/02/2018,434,158,39.31666667,105.2666667,1.016365739,10
21/02/2018,397,100,44.2,70.91666667,0.441064814,8
22/02/2018,468,124,41.96666667,70.45,0.581886574,14
23/02/2018,465,137,38.16666667,96.66666667,0.761111111,9
26/02/2018,478,139,56.38333333,101.3166667,0.712719907,11
27/02/2018,462,149,35.43333333,59.45,0.700520834,9
28/02/2018,464,121,32.56666667,54.03333333,0.587488427,8
01/03/2018,410,98,34.9,61.25,0.375057871,12
02/03/2018,453,80,39.83333333,52.18333333,0.309502316,13
05/03/2018,458,113,44.15,69.13333333,0.475925927,14
06/03/2018,369,127,45.26666667,92.21666667,0.657106482,11
07/03/2018,395,110,45.11666667,67.81666667,0.538356482,12
08/03/2018,443,132,29.26666667,81.88333332,0.777048611,8
09/03/2018,490,172,34.48333333,83.45,1.141909721,11
12/03/2018,481,132,26.96666667,68.88333333,0.638553241,14
13/03/2018,439,92,46.16666667,66.15,0.373553241,12
14/03/2018,374,107,42.63333333,63.83333333,0.475393518,9
15/03/2018,389,102,35.45,72.88333333,0.455983797,10
16/03/2018,422,106,35.81666667,71.03333334,0.461712962,12
19/03/2018,145,115,8.983333334,44.7,1.153356481,3
20/03/2018,489,179,34.16666667,85.36666666,1.033761574,9
21/03/2018,420,106,41.1,72.38333333,0.488379628,10
22/03/2018,446,129,31.11666667,75.2,0.714293982,11
23/03/2018,442,117,45.95,60.61666667,0.521481483,15
26/03/2018,485,157,54.01666667,139.6,1.096770834,8
27/03/2018,466,157,36.53333333,82.28333333,0.915613426,9
28/03/2018,413,77,40.91666667,64.73333333,0.300844907,13
29/03/2018,464,100,59.8,68.21666667,0.407662037,12
03/04/2018,624,222,44.61666667,105.85,1.393935186,9
04/04/2018,464,129,42.68333333,80.38333333,0.74732639,8
05/04/2018,529,167,48.43333333,85.93333333,1.01758102,14
06/04/2018,461,129,48.06666667,74.55000001,0.761446759,9
09/04/2018,515,172,53.35,116.1833333,1.173715278,11
10/04/2018,393,84,46.61666667,69.75,0.409050926,12
11/04/2018,372,71,38.4,56.05,0.347222222,9
12/04/2018,372,98,41.2,69.70000001,0.438553243,10
13/04/2018,404,75,59.81666667,47.05,0.321307869,11
16/04/2018,502,152,38.63333333,104.3,0.832129629,11
17/04/2018,411,105,52.81666667,97.71666667,0.620578704,7
18/04/2018,479,130,36.21666667,73.55,0.667511574,12
19/04/2018,446,110,34.68333333,69.53333334,0.723287037,8
20/04/2018,462,143,31.45,71.5,0.747858796,11
23/04/2018,491,100,46.03333333,60.75,0.442997687,13
24/04/2018,406,70,43.05,64.63333333,0.264756944,12
26/04/2018,482,145,35.8,88.65,0.844756946,11
27/04/2018,512,177,39.15,89.83333333,1.100347222,7
28/04/2018,1,1,0,0.683333333,0.000474537,1
30/04/2018,501,128,45.51666667,94.81666667,0.661516203,12
01/05/2018,424,119,34.83333333,53.91666667,0.618877318,10
02/05/2018,415,91,34.71666667,54.45,0.415925927,11
03/05/2018,482,159,44.51666667,81.56666667,0.860925927,14
04/05/2018,462,140,40.63333334,94.41666666,0.767743055,13
08/05/2018,581,228,43.51666667,99.41666667,1.57792824,12
09/05/2018,433,114,44.1,80.98333334,0.620532406,10
10/05/2018,398,90,38.35,61.61666667,0.418587964,11
11/05/2018,458,120,40.26666667,80.78333333,0.696284722,11
14/05/2018,506,195,44.31666667,105.0833333,1.284606482,10
15/05/2018,366,68,34.25,44.31666667,0.248518518,11
16/05/2018,392,130,45.21666667,77.93333333,0.767314815,9
17/05/2018,447,131,32.93333333,70.23333333,0.664027778,11
18/05/2018,436,83,37.85,59.51666667,0.318645834,13
21/05/2018,480,202,34.35,126.4833333,1.539363427,8
22/05/2018,429,166,35.73333333,80.71666666,1.088530091,8
23/05/2018,425,139,41.86666667,91.16666666,0.786342593,9
24/05/2018,449,159,37.81666667,71.86666666,0.947997684,9
25/05/2018,430,140,39.8,97.58333334,0.899236109,9
28/05/2018,496,180,36.75,108.05,1.212268521,9
29/05/2018,406,108,38.25,62.43333334,0.551030092,10
30/05/2018,410,150,48.48333333,96.8,0.933229169,10
31/05/2018,410,153,46.13333333,97.76666667,0.96164352,10
01/06/2018,476,176,44.91666667,129.6833333,1.324074074,7
04/06/2018,551,230,36.86666667,108.9833333,1.662037037,7
05/06/2018,465,182,69.85,126.65,1.347499999,9
06/06/2018,409,159,43.31666667,79.46666666,1.052685185,5
07/06/2018,432,164,34.56666667,81.1,1.170648149,6
08/06/2018,437,158,43.7,121.2,1.28761574,3
12/06/2018,592,258,34.3,132.7166667,2.22175926,5
13/06/2018,427,155,72.45,110.0666667,1.056319445,8
14/06/2018,481,180,38.96666667,81.73333334,1.183668981,9
15/06/2018,526,205,42.61666667,118.2333333,1.572013889,6
18/06/2018,588,217,46.31666666,100.6833333,1.35392361,12
19/06/2018,418,124,42.93333333,113.5166667,1.03074074,5
20/06/2018,476,178,41.9,107.0666667,1.29E+00,8
21/06/2018,450,180,42.56666667,130.3,1.269907406,6
22/06/2018,415,132,36.66666667,83.31666667,0.829270834,9
25/06/2018,504,194,30.41666667,76.46666667,1.26265046,9
26/06/2018,429,149,33.28333334,78,0.952118056,8
27/06/2018,406,162,36.5,116.1666667,1.29849537,8
28/06/2018,472,191,36.45,104.1666667,1.353506944,7
29/06/2018,487,181,37.68333333,106.1,1.231481481,8
07/08/2017,3,3,0,2.033333333,0.001412037,3
12/08/2017,3,3,0,1.333333333,0.000925926,3
13/08/2017,2,2,0,1.366666667,0.000949074,2
26/08/2017,1,1,0,0.533333333,0.00037037,1
23/09/2017,2,2,0,0.216666667,0.000300926,1
07/10/2017,1,1,0,0.5,0.000347222,1
14/10/2017,2,2,0,0.85,0.000590278,2
11/11/2017,2,2,0,1.016666667,0.001412037,1
26/11/2017,1,1,0,0.016666667,1.16E-05,1
02/12/2017,1,1,0,0.5,0.000347222,1
03/12/2017,1,1,0,0.516666667,0.000358796,1
09/12/2017,2,2,0,0.666666667,0.000462963,2
16/12/2017,5,5,0,2.750000001,0.001909723,5
06/01/2018,2,2,0,0.766666667,0.000532408,2
13/01/2018,1,1,0,0.3,0.000208333,1
14/01/2018,1,1,0,0.2,0.000138889,1
28/01/2018,2,2,0,1.15,0.000798611,2
03/02/2018,2,2,0,1.1,0.000763889,2
10/02/2018,5,5,0,1.8,0.001458333,4
11/02/2018,1,1,0,0.283333333,0.000196759,1
17/02/2018,1,1,0,0.566666667,0.000393519,1
03/03/2018,2,2,0,1.15,0.000798611,2
10/03/2018,1,1,0,0.316666667,0.000219907,1
17/03/2018,1,1,0,0.116666667,8.10E-05,1
24/03/2018,1,1,0,0.516666667,0.000358796,1
30/03/2018,1,1,0,2.616666667,0.00181713,1
21/04/2018,2,2,0,0.916666667,0.001273148,1
25/04/2018,2,2,0,2.216666667,0.001539352,2
07/05/2018,1,1,0,1.65,0.001145833,1
12/05/2018,2,2,0,57.05,0.039618056,1
02/06/2018,2,2,0,1.5,0.001041666,2
09/06/2018,2,2,0,0.383333333,0.000532407,1
11/06/2018,2,2,0,1.216666667,0.000844907,2
16/06/2018,1,1,0,0.55,0.000381944,1
02/07/2018,447,164,48.51666667,119.7,1.275891204,7
03/07/2018,393,116,34.61666667,72.85000001,0.624849536,12
04/07/2018,370,69,39.95,70.80000001,0.317673613,10
05/07/2018,437,153,45.11666667,79.51666666,1.030092593,7
06/07/2018,363,84,30.11666667,56.61666667,0.44767361,10
09/07/2018,472,165,48.33333333,115.7,0.946967593,12
10/07/2018,400,133,41.93333333,100.4833333,0.847199074,8
11/07/2018,369,118,46.73333333,99.13333334,0.734722223,9
12/07/2018,432,144,41.73333333,103.0666667,0.959108798,10
13/07/2018,426,120,47.13333333,76.4,0.649409722,13
16/07/2018,528,201,44.8,105.35,1.455925927,8
17/07/2018,415,104,28.16666667,45.96666667,0.468078704,9
18/07/2018,422,119,39.18333333,79.63333333,0.65855324,10
19/07/2018,397,101,29.65,66.88333333,0.579525463,9
20/07/2018,438,149,45.68333333,96.65,0.951770833,12
23/07/2018,505,210,44.06666667,110.9166667,1.712476851,6
24/07/2018,426,137,48.33333333,94.45,0.856446761,9
25/07/2018,380,117,40.16666667,85.35,0.783784723,11
26/07/2018,463,154,55.68333334,101.0333333,0.943935185,12
30/07/2018,588,203,45.43333333,127.1833333,1.403321758,10
31/07/2018,460,164,38.23333333,93.68333332,1.085289353,9
01/08/2018,427,163,38.61666667,117.85,1.249618054,6
02/08/2018,424,152,45.4,100.0333333,1.025601853,8
03/08/2018,439,165,43.55,160.3666667,1.222627316,6
07/08/2018,616,316,60.26666667,228.6,3.118148148,2
08/08/2018,440,174,48.95,95.18333333,1.265636574,7
09/08/2018,456,184,39.76666667,101.15,1.514780092,5
10/08/2018,471,215,50.15,119.8833333,1.848553239,8
13/08/2018,537,215,62.76666666,151.4666667,1.822164352,8
14/08/2018,503,222,42.66666667,149.7,1.928032406,4
15/08/2018,432,166,37.76666667,92.54999999,1.340694445,7
16/08/2018,419,167,56.16666666,108.4833333,1.396261575,7
17/08/2018,491,197,45.71666667,121.75,1.3134375,9
20/08/2018,455,174,39.96666667,105.7833333,1.223495371,5
21/08/2018,410,163,45.56666667,127.7666667,1.205486112,7
22/08/2018,439,181,33.81666667,82.48333332,1.207881945,8
23/08/2018,454,183,44.28333333,111.2333333,1.153657408,9
24/08/2018,445,191,55.46666667,153.5333333,1.573391204,5
27/08/2018,469,213,45.11666667,157.1166666,1.874305556,5
28/08/2018,415,153,38.86666667,86.36666667,1.17E+00,6
29/08/2018,399,172,39.33333333,102.1166667,1.274155092,4
30/08/2018,367,98,41.26666667,60.18333333,0.470567129,12
31/08/2018,416,145,34,89.88333334,0.974537036,7
03/09/2018,411,105,33.31666667,55.9,0.480034721,10
04/09/2018,406,180,41.51666667,113.2166667,1.294826389,7
05/09/2018,422,206,44.36666667,150.0333333,1.964780093,4
06/09/2018,396,162,37.11666667,97.84999999,1.099965279,8
07/09/2018,433,197,40.7,116.4666667,1.806400462,8
10/09/2018,500,257,40.25,116.9666667,2.366701388,6
11/09/2018,434,196,47,115.2833333,1.713287035,8
12/09/2018,399,184,38.15,110.8333333,1.829467592,6
13/09/2018,405,191,60.11666667,169,1.595254632,6
14/09/2018,396,168,41.71666667,121.3,1.152847222,8
17/09/2018,528,292,46,196.6333333,3.061736111,4
18/09/2018,444,183,38.26666667,88.13333333,1.438344909,8
19/09/2018,375,131,34.03333333,83.41666667,0.743993056,12
20/09/2018,420,180,48.45,108.8333333,1.280636573,9
21/09/2018,460,223,43.18333333,125.4333333,1.883900463,4
24/09/2018,537,303,43,150.75,3.403715278,4
25/09/2018,398,185,54.51666667,146.25,1.624247684,7
26/09/2018,424,207,49.38333333,155.45,1.829421295,4
27/09/2018,416,201,40.05,94.66666667,1.563449075,6
28/09/2018,446,204,48.45,153.2,1.864537038,6
01/10/2018,459,204,37.45,115.2333333,1.453530093,7
02/10/2018,394,185,43.23333333,215.9333333,2.051550925,3
03/10/2018,447,243,42.58333333,147.85,2.248599536,4
04/10/2018,397,198,42.6,169.5333333,2.063391203,1
05/10/2018,410,194,32.55,122.4333333,1.77980324,6
08/10/2018,423,200,32.88333333,132.65,1.885868057,5
09/10/2018,413,192,44.3,109.15,1.497731482,6
10/10/2018,446,225,34.21666667,139.8166667,1.904270834,7
11/10/2018,420,164,36.46666667,108.9333333,1.291307871,9
12/10/2018,419,178,51.73333333,145.5333333,1.393483795,8
13/10/2018,1,1,0,0.566666667,0.000393519,1
15/10/2018,520,229,45.16666667,162.5833333,1.874479168,7
16/10/2018,411,178,35.5,127.6,1.307222222,11
17/10/2018,386,151,30.06666667,100.3333333,1.131157409,4
18/10/2018,414,143,61.3,145.6,1.07201389,10
19/10/2018,386,149,40.2,92.86666666,1.007372686,10
22/10/2018,480,229,41.65,129.1333333,2.25335648,4
23/10/2018,373,180,45.95,107.4333333,1.66337963,5
24/10/2018,451,249,53.6,132.6,2.154074075,4
25/10/2018,335,101,44.96666667,82.05000001,0.662407406,8
26/10/2018,387,148,34.41666667,97.28333333,0.971956019,10
29/10/2018,435,170,36.15,100.9166667,1.278518518,5
30/10/2018,385,149,52.31666667,104.7,1.082754629,11
31/10/2018,370,89,32.2,59.18333333,0.363738425,10
01/11/2018,376,120,36.21666667,78.56666667,0.718217592,10
02/11/2018,368,145,39.3,95.58333334,1.11E+00,6
05/11/2018,486,172,31.21666667,110.2,1.222488425,8
06/11/2018,299,70,50.78333333,58.1,0.326608797,12
07/11/2018,341,71,27.31666667,38.68333333,0.272997685,10
08/11/2018,418,171,35.81666667,101.8333333,1.054189815,9
09/11/2018,458,163,38,118.85,1.211516203,5
12/11/2018,433,126,32.75,88.05000001,0.74472222,10
13/11/2018,348,69,43.65,50.05,0.222951389,16
14/11/2018,367,84,31.46666667,81.38333334,0.418206019,10
15/11/2018,393,60,36.08333333,49.86666667,0.239062499,12
16/11/2018,407,69,31.36666667,56.48333334,0.268726852,13
19/11/2018,483,192,29.75,97.68333334,1.43295139,8
20/11/2018,365,101,49.35,97.33333333,0.503206019,12
21/11/2018,372,122,39.55,83.05,0.803206019,7
22/11/2018,344,99,38.75,63.11666667,0.550925926,11
23/11/2018,366,95,32.15,62.65,0.466157408,8
26/11/2018,444,174,40.88333333,98.7,1.28E+00,7
27/11/2018,332,82,29.38333333,69.93333334,3.89E-01,9
28/11/2018,370,113,45.28333333,90.86666667,0.59847222,13
29/11/2018,439,193,34.21666667,90.96666666,1.365775462,6
30/11/2018,378,109,35.15,76.23333334,0.722199075,6
03/12/2018,451,156,46.3,115.3,1.164861111,5
04/12/2018,390,142,36.15,71.5,0.803981481,13
05/12/2018,387,143,39.71666667,109.9,1.096076388,5
06/12/2018,373,141,34.38333333,93.03333333,0.88599537,9
07/12/2018,311,81,33.2,60.38333333,0.409733797,10
10/12/2018,477,210,46.78333333,126.5666667,1.473888886,11
11/12/2018,352,87,28.38333333,54.73333333,0.395243055,12
12/12/2018,374,100,34.81666667,68.51666667,0.524594908,10
13/12/2018,418,169,38.88333333,108.1666667,1.186585648,10
14/12/2018,349,104,34.51666667,89.7,0.673923611,9
17/12/2018,484,201,38.65,114.65,1.671122685,6
18/12/2018,393,80,31.35,57.85,0.348912037,10
19/12/2018,402,89,27.76666667,46.28333333,0.388587962,9
20/12/2018,366,65,28.06666667,46.33333333,0.295775462,10
21/12/2018,426,74,35.96666667,50.61666667,0.336284723,12
24/12/2018,295,32,31.08333333,24.4,0.099583335,9
27/12/2018,392,392,0,168.95,5.541273148,4
02/01/2019,638,329,48.53333334,145,3.106307872,3
03/01/2019,411,111,36.7,73.41666667,0.528935185,12
04/01/2019,372,112,38,89.58333333,0.690578704,11
07/01/2019,495,218,43.01666667,140.2666667,1.855300925,8
08/01/2019,414,121,32.98333333,79.65,0.577719908,14
09/01/2019,380,85,31.38333333,76.13333333,0.491435186,10
10/01/2019,436,183,72,136.1666667,1.26943287,11
11/01/2019,454,119,45.56666667,90.35000001,0.491099537,14
14/01/2019,502,203,30.65,97.9,1.389201389,9
15/01/2019,457,166,46.45,111.6166667,1.055717592,11
16/01/2019,416,125,26.43333333,76.78333333,0.75357639,8
17/01/2019,400,175,35.86666667,93.45,1.036331018,10
18/01/2019,392,99,31.08333333,72.86666667,0.431689815,14
21/01/2019,454,181,40.21666667,137.6,1.464884261,6
22/01/2019,403,123,36.93333333,89.41666667,0.658680555,9
23/01/2019,352,88,26.65,70.56666667,0.482719906,9
24/01/2019,401,129,45.3,112.7333333,0.752453704,11
25/01/2019,362,106,35.53333333,70.76666667,0.619768518,8
29/01/2019,491,206,34.58333333,132.5666667,1.577881945,8
30/01/2019,412,152,42.85,125.8666667,1.059062501,7
31/01/2019,442,185,25.31666667,92.03333334,1.275289352,11
01/02/2019,408,146,33.68333333,123.7166667,0.992662039,5
04/02/2019,419,134,31.78333333,86.38333333,0.933379629,9
05/02/2019,408,136,30.46666667,114.6666667,0.910497684,6
06/02/2019,388,104,28.76666667,79.33333333,0.570486111,11
07/02/2019,417,132,30.26666667,85.75,0.701111112,12
08/02/2019,416,128,39.21666667,90,0.619571759,14
11/02/2019,531,235,35.9,155.1666667,2.095115742,6
12/02/2019,363,100,34.68333333,66.53333333,0.532777777,10
13/02/2019,344,62,31.81666667,38.21666667,0.189016204,12
14/02/2019,352,131,42.51666667,93.38333334,0.838692129,9
15/02/2019,431,177,30.53333333,109.25,1.367199075,7
18/02/2019,479,163,36.03333333,96.9,1.021226853,9
19/02/2019,436,114,42.06666667,59.7,0.512881944,11
20/02/2019,375,101,26.26666667,71.26666667,0.437777777,11
21/02/2019,419,142,35.38333333,94.31666667,0.777094908,10
22/02/2019,408,120,41.91666667,74.53333334,0.657083333,11
25/02/2019,470,158,38.13333333,76.85000001,0.984097223,10
26/02/2019,347,93,41.91666667,67.45,0.469745372,13
27/02/2019,323,49,29.61666667,36.53333333,1.55E-01,11
28/02/2019,384,115,32.06666667,65.88333333,0.745138889,7
01/03/2019,437,166,41.1,119.55,1.123576392,9
04/03/2019,485,186,35.85,106.3333333,1.171747684,7
05/03/2019,372,85,37.23333333,67.58333333,0.446342593,9
06/03/2019,396,130,54.9,125.1333333,0.770787036,10
07/03/2019,454,161,28,87.03333333,0.948287037,9
08/03/2019,438,200,38.55,120.1833333,1.564328703,6
11/03/2019,515,245,43.81666667,132.3666667,2.071064815,6
12/03/2019,414,159,33.88333333,88.14999999,0.990520835,9
13/03/2019,434,172,31.46666667,88.73333333,1.26826389,8
14/03/2019,457,189,68.06666666,129.25,1.589340277,10
15/03/2019,450,168,32.21666667,128.45,1.281678241,11
18/03/2019,435,157,30.28333333,68.73333333,0.866770833,9
19/03/2019,399,141,38.55,111.5666667,0.945497685,9
20/03/2019,370,108,32.91666667,88.75,0.621307871,11
21/03/2019,419,156,41.1,83.9,0.894641203,9
22/03/2019,352,120,41.56666667,114.6666667,0.804189813,9
25/03/2019,476,172,33.68333333,96.43333334,0.918692129,13
26/03/2019,362,148,37.58333333,88.16666666,0.957280092,11
27/03/2019,377,119,29.05,87.91666667,0.823530094,9
28/03/2019,348,115,36.53333333,60.3,0.567476853,9
29/03/2019,386,153,60.98333333,137.0333333,1.155358796,6
01/04/2019,446,172,44.7,120.45,1.264768519,10
02/04/2019,379,122,33.85,77.01666667,0.688240741,11
03/04/2019,375,100,33.71666667,48.93333333,0.401932871,12
04/04/2019,421,152,49.13333334,81.65,0.895555554,11
05/04/2019,421,152,41.26666667,131.8333333,1.015381942,6
08/04/2019,403,121,34.65,106.6666667,0.695543982,9
09/04/2019,377,118,33.88333333,89.76666667,0.657986111,10
10/04/2019,380,142,38.6,98.80000001,0.752500001,12
11/04/2019,419,128,26.56666667,90.55,0.80306713,8
12/04/2019,447,138,25.95,80.4,0.847476852,10
15/04/2019,530,274,51.86666667,181.9666667,2.619456018,5
16/04/2019,397,170,43.08333333,128.2833333,1.333854167,7
17/04/2019,398,123,32.31666667,102.5833333,0.729282408,9
18/04/2019,541,209,34.83333334,107.1,1.469953704,7
23/04/2019,577,254,42.65,175.0166667,2.141793983,3
24/04/2019,498,195,31.28333333,103.1666667,1.628946758,8
26/04/2019,517,222,42.16666667,136.2,1.734606481,5
29/04/2019,533,199,34.25,108.0666667,1.425671296,7
30/04/2019,388,148,45.45,94.33333333,1.058449074,7
01/05/2019,407,165,31.43333334,124.6166667,1.342499999,6
02/05/2019,437,179,34.66666667,104.05,1.38775463,7
03/05/2019,474,197,35.8,115.0333333,1.494537039,7
07/05/2019,553,244,31.6,103.2333333,2.222939815,3
08/05/2019,417,172,33.18333333,125.3333333,1.456967592,7
09/05/2019,408,167,36.01666667,94.53333334,1.320243057,7
10/05/2019,394,148,46,111.3833333,1.132118054,8
13/05/2019,519,234,32.5,130.4333333,1.894918981,7
14/05/2019,435,169,31.23333333,97.5,1.268217594,7
15/05/2019,383,101,42.45,103.1666667,0.557210648,11
16/05/2019,381,109,29.21666667,85.93333333,0.572094908,12
17/05/2019,424,149,30.16666667,97.7,0.964328704,10
20/05/2019,458,181,62,150.1833333,1.461365741,9
21/05/2019,396,106,35.4,68.9,0.516597221,11
22/05/2019,380,90,47.18333334,97.78333334,0.433182872,13
23/05/2019,373,112,37.23333333,80.35000001,0.701157407,12
24/05/2019,390,145,36.01666667,99.78333333,1.168101853,7
27/05/2019,448,208,39.55,134.2333333,1.959768518,3
28/05/2019,405,171,37.76666667,97.58333334,1.191851852,8
29/05/2019,395,129,41.58333334,78.38333334,0.760902777,8
30/05/2019,408,137,37.63333333,129.5666667,1.026388889,5
31/05/2019,422,187,41.96666667,103.9666667,1.310104166,7
03/06/2019,470,183,44.9,172.8333333,1.475601852,6
04/06/2019,368,143,65.9,128.5333333,1.045185186,8
05/06/2019,326,100,33.33333333,50.06666667,0.41486111,11
06/06/2019,383,139,30.25,89.48333332,1.040706019,6
07/06/2019,434,204,33.96666667,111.2333333,1.662488426,6
11/06/2019,508,209,34.35,105.5,1.826238426,2
12/06/2019,403,136,39.15,85.68333333,0.771041668,12
13/06/2019,431,187,45.83333333,121.3833333,1.605405092,5
14/06/2019,455,223,50.76666667,179.8833333,2.03611111,1
17/06/2019,476,243,41.68333333,162.1,2.367222223,5
18/06/2019,435,214,34.5,132.5666667,2.151979166,6
19/06/2019,352,130,31.95,87.83333334,1.07E+00,5
20/06/2019,387,170,42.41666667,141.4166667,1.374131945,6
21/06/2019,379,147,53.16666667,128.45,1.05E+00,9
24/06/2019,143,67,11.18333333,65.6,0.714791667,1
25/06/2019,427,173,32.48333333,85.31666668,1.31798611,2
26/06/2019,424,149,44.68333333,128.1833333,1.282025463,7
27/06/2019,436,201,49.73333333,160.2166667,1.856458333,6
28/06/2019,442,170,65.16666667,153.2833333,1.502893518,5
27/07/2018,9,9,0,12.1,0.014988427,7
06/08/2018,2,2,0,1.35,0.0009375,2
19/08/2018,1,1,0,0.35,0.000243056,1
01/09/2018,1,1,0,0.216666667,0.000150463,1
08/09/2018,1,1,0,0.666666667,0.000462963,1
22/09/2018,1,1,0,0.283333333,0.000196759,1
29/09/2018,1,1,0,0.35,0.000243056,1
06/10/2018,2,2,0,10.46666666,0.007268518,1
20/10/2018,1,1,0,1.333333333,0.000925926,1
17/11/2018,1,1,0,0.583333333,0.000405093,1
18/11/2018,1,1,0,1.233333333,0.000856481,1
01/12/2018,1,1,0,0.716666667,0.000497685,1
15/12/2018,1,1,0,0.116666667,8.10E-05,1
12/01/2019,1,1,0,0.583333333,0.000405093,1
19/01/2019,1,1,0,0.666666667,0.000462963,1
26/01/2019,2,2,0,0.433333333,0.000601852,1
28/01/2019,2,2,0,2.083333333,0.001446759,2
02/02/2019,2,2,0,0.716666667,0.00099537,1
09/02/2019,1,1,0,0.35,0.000243056,1
16/02/2019,1,1,0,0.783333333,0.000543981,1
23/02/2019,2,2,0,73.81666667,0.102523148,0
02/03/2019,1,1,0,13.33333333,0.009259259,0
16/03/2019,1,1,0,0.483333333,0.000335648,1
23/03/2019,1,1,0,0.183333333,0.000127315,1
06/04/2019,1,1,0,0.583333333,0.000405093,1
19/04/2019,2,2,0,3.166666667,0.002199074,2
20/04/2019,2,2,0,0.416666667,0.000578704,1
22/04/2019,3,3,0,1.033333334,0.000717592,3
25/04/2019,1,1,0,10.03333333,0.006967593,0
27/04/2019,1,1,0,0.85,0.000590278,1
04/05/2019,1,1,0,0.516666667,0.000358796,1
06/05/2019,2,2,0,14.15,0.009826389,1
18/05/2019,1,1,0,0.55,0.000381944,1
01/06/2019,3,3,0,1.733333334,0.001909722,2
08/06/2019,1,1,0,1.433333333,0.00099537,1
10/06/2019,1,1,0,0.416666667,0.000289352,1
15/06/2019,1,1,0,0.8,0.000555556,1
01/07/2019,498,215,39.58333333,130.8,1.57181713,10
02/07/2019,362,117,36.2,125.7166667,0.850335648,5
03/07/2019,364,114,46.2,62.75,0.594675925,10
04/07/2019,329,82,33.83333334,67.15,0.480370369,9
05/07/2019,326,76,42.36666667,76.28333334,0.42269676,10
08/07/2019,400,161,31.25,110.7333333,1.179918981,4
09/07/2019,313,88,46.16666667,85.43333333,0.54517361,8
10/07/2019,341,77,34.43333333,84.68333334,0.471192129,8
11/07/2019,360,110,35.16666667,78.61666667,0.730601851,6
12/07/2019,362,128,39.25,100.55,0.789201388,10
15/07/2019,477,216,42.7,140.1333333,1.853101851,3
16/07/2019,384,148,36.93333333,95.1,1.033159723,9
17/07/2019,335,96,37.36666667,60.16666667,0.511215276,9
18/07/2019,364,61,31.05,41.26666667,0.200115741,12
19/07/2019,369,119,38.86666667,93.05,0.736527779,10
22/07/2019,497,259,46.55,198.0333333,2.751550927,5
23/07/2019,417,146,28.16666667,85.45,0.937777776,8
24/07/2019,355,87,47.58333333,77.11666667,0.446817127,13
25/07/2019,439,167,30.15,76.53333333,1.129710648,7
29/07/2019,584,279,42.66666667,151.7,2.552083333,3
30/07/2019,457,173,31.68333333,101.2,1.454548612,5
31/07/2019,324,86,47.03333333,77.86666667,0.472152778,11
01/08/2019,344,110,39.13333333,84.50000001,0.692430556,11
02/08/2019,414,140,38.86666667,123.3166667,1.094247686,7
06/08/2019,577,287,39.48333333,172.1833333,2.656678242,2
07/08/2019,434,166,54.51666667,132.9333333,1.196087964,10
08/08/2019,501,235,44.58333333,148.25,2.028564817,3
09/08/2019,438,171,29.9,141.6833333,1.588263887,3
12/08/2019,490,169,31.81666667,106.7666667,1.120740741,12
13/08/2019,422,147,41.28333333,118.75,0.952118056,9
14/08/2019,386,124,36.13333333,84.05000001,0.774780092,9
15/08/2019,338,80,29.45,77.76666667,0.47912037,11
16/08/2019,383,124,26.2,77.61666667,0.769467593,9
19/08/2019,478,211,29.05,146.8333334,1.87E+00,5
20/08/2019,401,124,42.41666667,80.58333333,0.675254628,8
21/08/2019,347,111,38.3,99.41666667,0.74912037,8
22/08/2019,419,141,35.58333333,105.0166667,0.856631944,9
23/08/2019,447,204,34.25,113.35,1.628032408,8
26/08/2019,452,177,31.2,112.3,1.430231481,7
27/08/2019,420,172,39.16666667,113.3166667,1.349039352,4
28/08/2019,328,139,40.36666667,131.0666667,1.292627317,7
29/08/2019,373,122,35.3,109.05,0.756909721,11
30/08/2019,412,171,43.56666667,133.65,1.285162035,9
02/09/2019,430,153,47.66666666,111.0166667,1.152685184,8
03/09/2019,374,96,29.95,63.99999999,0.5778125,9
04/09/2019,383,88,32.06666667,73.08333334,0.559467594,10
05/09/2019,373,94,37.36666667,64.51666667,0.413067129,12
06/09/2019,346,149,35.73333333,101.2833333,1.089548611,8
09/09/2019,466,219,34.85,114.8,1.762488426,7
10/09/2019,357,102,31.45,77.4,0.458263888,11
11/09/2019,376,131,28.61666667,85.78333334,0.93943287,6
12/09/2019,342,97,27.2,81.51666666,0.546064814,11
13/09/2019,358,102,41.05,118.1833333,0.669432872,7
16/09/2019,445,136,37,101.2166667,0.820555556,12
17/09/2019,357,105,36,88.93333334,0.61613426,10
18/09/2019,379,98,40.08333333,66.66666666,0.46550926,11
19/09/2019,410,144,26.75,77.43333334,1.112939813,8
20/09/2019,412,171,52.85,124.0666667,1.420462962,3
23/09/2019,467,193,63.83333333,147,1.716840279,5
24/09/2019,361,145,52.7,125.2333333,1.086064815,6
25/09/2019,343,82,38.25,65.91666667,0.382696759,13
26/09/2019,347,103,68.5,81.70000001,0.527037036,9
27/09/2019,443,161,40.18333333,86.75,1.030729167,9
30/09/2019,447,202,31.98333333,136.9166667,1.890694444,4
01/10/2019,370,172,37.5,156.9333333,1.621956019,5
02/10/2019,390,153,32.16666667,102.6166667,1.102071759,4
03/10/2019,427,121,41.01666667,83.2,0.795590278,9
04/10/2019,391,130,35.45,80.53333333,0.839016204,10
07/10/2019,394,94,30.5,64.36666667,0.42957176,15
08/10/2019,365,92,37.36666667,62.95,0.477523148,10
